rxn	rxn_name	gene	equation	pathway
IMACTD_m	Imidazole acetaldeyde dehydrogenase (mito)	Aldh4a1	IMACTD_m: h2o_m + im4act_m + nad_m --> 2.0 h_m + im4ac_m + nadh_m	Histidine Metabolism
IMPC	IMP cyclohydrolase	Atic	IMPC: h2o_c + imp_c <=> fprica_c	IMP Biosynthesis
IMPD	IMP dehydrogenase	Impdh1	IMPD: h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c	Nucleotides
IMPD	IMP dehydrogenase	Impdh2	IMPD: h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c	Nucleotides
INOSTO	Myo-Inositol:oxygen oxidoreductase	Miox	INOSTO: inost_c + o2_c --> glcur_c + h2o_c + h_c	Inositol Phosphate Metabolism
INSTt2	Inositol transport in via proton symport	Slc2a13	INSTt2: h_e + inost_e <=> h_c + inost_c	Transport, Extracellular
INSTt4	Inositol transport via sodium symport	Slc5a3	INSTt4: inost_e + na1_e <=> inost_c + na1_c	Transport, Extracellular
INSTt4_2	Inositol transport via sodium symport	Slc5a11	INSTt4_2: inost_e + 2.0 na1_e <=> inost_c + 2.0 na1_c	Transport, Extracellular
INSt	Inosine transport (diffusion)	Slc29a1	INSt: ins_e <=> ins_c	Transport, Extracellular
INSt	Inosine transport (diffusion)	Slc29a2	INSt: ins_e <=> ins_c	Transport, Extracellular
INSt4	Inosine transport in via sodium symport	Slc28a2	INSt4: ins_e + na1_e --> ins_c + na1_c	Transport, Extracellular
INSt4	Inosine transport in via sodium symport	Slc28a3	INSt4: ins_e + na1_e --> ins_c + na1_c	Transport, Extracellular
INSt5	Inosine transport in via sodium (1:2) symport	Slc28a3	INSt5: ins_e + 2.0 na1_e --> ins_c + 2.0 na1_c	Transport, Extracellular
INStl	Inosine facilated transport from lysosome	Slc29a3	INStl: ins_l <=> ins_c	Transport, Lysosomal
INStm	Inosine facilated transport in mitochondria	Slc29a1	INStm: ins_c <=> ins_m	Transport, Mitochondrial
IPDDIx	Isopentenyl-diphosphate D-isomerase	Idi1	IPDDIx: ipdp_x <=> dmpp_x	Cholesterol Metabolism
IPDDIx	Isopentenyl-diphosphate D-isomerase	Idi2	IPDDIx: ipdp_x <=> dmpp_x	Cholesterol Metabolism
ITCOAL1m	Itaconate--CoA ligase (GDP-forming), mitochondrial	Suclg1	ITCOAL1m: coa_m + gtp_m + itacon_m <=> gdp_m + itaccoa_m + pi_m	C5-Branched dibasic acid metabolism
ITCOAL1m	Itaconate--CoA ligase (GDP-forming), mitochondrial	Suclg2	ITCOAL1m: coa_m + gtp_m + itacon_m <=> gdp_m + itaccoa_m + pi_m	C5-Branched dibasic acid metabolism
ITCOALm	Itaconate  CoA ligase  ADP forming   mitochondrial	Sucla2	ITCOALm: atp_m + coa_m + itacon_m <=> adp_m + itaccoa_m + pi_m	C5-Branched dibasic acid metabolism
ITCOALm	Itaconate  CoA ligase  ADP forming   mitochondrial	Suclg1	ITCOALm: atp_m + coa_m + itacon_m <=> adp_m + itaccoa_m + pi_m	C5-Branched dibasic acid metabolism
It	Iodide uniport	Slc5a8	It: i_e <=> i_c	Transport, Extracellular
KAS8	B-ketoacyl synthetase (palmitate, n-C16:0)	Fasn	KAS8: accoa_c + 20.0 h_c + 7.0 malcoa_c + 14.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdca_c + 14.0 nadp_c	Fatty acid elongation
KCCt	K+-Cl- cotransport	Slc12a4	KCCt: cl_e + k_e <=> cl_c + k_c	Transport, Extracellular
KCCt	K+-Cl- cotransport	Slc12a5	KCCt: cl_e + k_e <=> cl_c + k_c	Transport, Extracellular
KCCt	K+-Cl- cotransport	Slc12a6	KCCt: cl_e + k_e <=> cl_c + k_c	Transport, Extracellular
KCCt	K+-Cl- cotransport	Slc12a7	KCCt: cl_e + k_e <=> cl_c + k_c	Transport, Extracellular
KHK	Ketohexokinase	Khk	KHK: atp_c + fru_c --> adp_c + f1p_c + h_c	Fructose and Mannose Metabolism
KHK2	Ketohexokinase (D-xylulose)	Khk	KHK2: atp_c + xylu__D_c --> adp_c + h_c + xu1p__D_c	Glyoxylate and Dicarboxylate Metabolism
KHK3	Ketohexokinase (D-tagatose)	Khk	KHK3: atp_c + tag__D_c --> adp_c + h_c + tag1p__D_c	Galactose metabolism
KYN	Kynureninase	Kynu	KYN: Lkynr_c + h2o_c --> ala__L_c + anth_c + h_c	Tryptophan metabolism
KYN3OX	Kynurenine 3 monooxygenase	Kmo	KYN3OX: Lkynr_c + h_c + nadph_c + o2_c --> h2o_c + hLkynr_c + nadp_c	Tryptophan metabolism
KYNAKGAT	L-Kynurenine:2-oxoglutarate aminotransferase	Aadat	KYNAKGAT: Lkynr_c + akg_c --> 4aphdob_c + glu__L_c	Tryptophan metabolism
KYNAKGAT	L-Kynurenine:2-oxoglutarate aminotransferase	Kyat1	KYNAKGAT: Lkynr_c + akg_c --> 4aphdob_c + glu__L_c	Tryptophan metabolism
Kt3g	Potassium transport  via proton antiport	Slc9a7	Kt3g: h_g + k_c <=> h_c + k_g	Transport, Golgi Apparatus
Kt3g	Potassium transport  via proton antiport	Slc9a8	Kt3g: h_g + k_c <=> h_c + k_g	Transport, Golgi Apparatus
L_LACDcm	L-Lactate dehydrogenase, cytosolic/mitochondrial	Gm6685	L_LACDcm: 2.0 ficytC_m + lac__L_c --> 2.0 focytC_m + 2.0 h_c + pyr_c	Pyruvate Metabolism
L_LACt2r	L lactate reversible transport via proton symport	Slc16a1	L_LACt2r: h_e + lac__L_e <=> h_c + lac__L_c	Transport, Extracellular
L_LACt2r	L lactate reversible transport via proton symport	Slc16a3	L_LACt2r: h_e + lac__L_e <=> h_c + lac__L_c	Transport, Extracellular
L_LACt2r	L lactate reversible transport via proton symport	Slc16a7	L_LACt2r: h_e + lac__L_e <=> h_c + lac__L_c	Transport, Extracellular
L_LACt2r	L lactate reversible transport via proton symport	Slc16a8	L_LACt2r: h_e + lac__L_e <=> h_c + lac__L_c	Transport, Extracellular
L_LACtcm	L-lactate transport via diffusion (cytosol to mitochondria)	Aqp9	L_LACtcm: lac__L_c --> lac__L_m	Transport, Mitochondrial
L_LACtm	L lactate transport  mitochondrial	Slc16a1	L_LACtm: h_c + lac__L_c --> h_m + lac__L_m	Transport, Mitochondrial
LACZe	B-galactosidase, extracellular	Lct	LACZe: h2o_e + lcts_e --> gal_e + glc__D_e	Galactose metabolism
LACZly	B-galactosidase,lysosomal	Ctsa	LACZly: h2o_l + lcts_l --> gal_l + glc__D_l	Galactose metabolism
LACZly	B-galactosidase,lysosomal	Galns	LACZly: h2o_l + lcts_l --> gal_l + glc__D_l	Galactose metabolism
LACZly	B-galactosidase,lysosomal	Glb1	LACZly: h2o_l + lcts_l --> gal_l + glc__D_l	Galactose metabolism
LACZly	B-galactosidase,lysosomal	Neu1	LACZly: h2o_l + lcts_l --> gal_l + glc__D_l	Galactose metabolism
LALDD	D-lactaldehyde dehydrogenase	Grhpr	LALDD: lald__D_c + nadp_c <=> h_c + mthgxl_c + nadph_c	Pyruvate Metabolism
LALDO	D-Lactaldehyde NAD+ oxidoreductase (glutathione-formylating)	Adh5	LALDO: gthrd_c + lald__D_c + nad_c <=> h_c + lgt__S_c + nadh_c	Pyruvate Metabolism
LALDO2	D-Lactaldehyde:NADP+ 1-oxidoreductase	Akr1a1	LALDO2: h_c + mthgxl_c + nadph_c --> lald__D_c + nadp_c	Pyruvate Metabolism
LALDO2	D-Lactaldehyde:NADP+ 1-oxidoreductase	Akr1b3	LALDO2: h_c + mthgxl_c + nadph_c --> lald__D_c + nadp_c	Pyruvate Metabolism
LALDO2	D-Lactaldehyde:NADP+ 1-oxidoreductase	Akr7a5	LALDO2: h_c + mthgxl_c + nadph_c --> lald__D_c + nadp_c	Pyruvate Metabolism
LALDO2x	D-Lactaldehyde:NAD+ 1-oxidoreductase	Akr7a5	LALDO2x: h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c	Pyruvate Metabolism
LAPCOAl	Lysosomal acid phosphorylase (CoA)	Acp2	LAPCOAl: coa_l + h2o_l --> dpcoa_l + pi_l	CoA Catabolism
LCADi	Lactaldehyde dehydrogenase	Aldh1a1	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh1a2	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh1a3	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh3a1	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh3a2	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh3b1	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh3b2	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh7a1	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi	Lactaldehyde dehydrogenase	Aldh9a1	LCADi: h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh1a1	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh1a2	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh1a3	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh3a1	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh3a2	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh3b1	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh3b2	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh7a1	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_D	Lactaldehyde dehydrogenase	Aldh9a1	LCADi_D: h2o_c + lald__D_c + nad_c --> 2.0 h_c + lac__D_c + nadh_c	Pyruvate Metabolism
LCADi_Dm	Lactaldehyde dehydrogenase, mitochondrial	Aldh18a1	LCADi_Dm: h2o_m + lald__D_m + nad_m --> 2.0 h_m + lac__D_m + nadh_m	Pyruvate Metabolism
LCADi_Dm	Lactaldehyde dehydrogenase, mitochondrial	Aldh1b1	LCADi_Dm: h2o_m + lald__D_m + nad_m --> 2.0 h_m + lac__D_m + nadh_m	Pyruvate Metabolism
LCADi_Dm	Lactaldehyde dehydrogenase, mitochondrial	Aldh2	LCADi_Dm: h2o_m + lald__D_m + nad_m --> 2.0 h_m + lac__D_m + nadh_m	Pyruvate Metabolism
LCADi_Dm	Lactaldehyde dehydrogenase, mitochondrial	Aldh4a1	LCADi_Dm: h2o_m + lald__D_m + nad_m --> 2.0 h_m + lac__D_m + nadh_m	Pyruvate Metabolism
LCADi_Dm	Lactaldehyde dehydrogenase, mitochondrial	Aldh5a1	LCADi_Dm: h2o_m + lald__D_m + nad_m --> 2.0 h_m + lac__D_m + nadh_m	Pyruvate Metabolism
LCADi_Dm	Lactaldehyde dehydrogenase, mitochondrial	Aldh6a1	LCADi_Dm: h2o_m + lald__D_m + nad_m --> 2.0 h_m + lac__D_m + nadh_m	Pyruvate Metabolism
LCADm	Lactaldehyde dehydrogenase, mitochondrial	Aldh18a1	LCADm: h2o_m + lald__L_m + nad_m --> 2.0 h_m + lac__L_m + nadh_m	Pyruvate Metabolism
LCADm	Lactaldehyde dehydrogenase, mitochondrial	Aldh1b1	LCADm: h2o_m + lald__L_m + nad_m --> 2.0 h_m + lac__L_m + nadh_m	Pyruvate Metabolism
LCADm	Lactaldehyde dehydrogenase, mitochondrial	Aldh2	LCADm: h2o_m + lald__L_m + nad_m --> 2.0 h_m + lac__L_m + nadh_m	Pyruvate Metabolism
LCADm	Lactaldehyde dehydrogenase, mitochondrial	Aldh4a1	LCADm: h2o_m + lald__L_m + nad_m --> 2.0 h_m + lac__L_m + nadh_m	Pyruvate Metabolism
LCADm	Lactaldehyde dehydrogenase, mitochondrial	Aldh5a1	LCADm: h2o_m + lald__L_m + nad_m --> 2.0 h_m + lac__L_m + nadh_m	Pyruvate Metabolism
LCADm	Lactaldehyde dehydrogenase, mitochondrial	Aldh6a1	LCADm: h2o_m + lald__L_m + nad_m --> 2.0 h_m + lac__L_m + nadh_m	Pyruvate Metabolism
LCAT1e	Lecithin-cholesterol acyltransferase	Lcat	LCAT1e: chsterol_e + pchol_hs_e --> lpchol_hs_e + xolest2_hs_e	Fatty Acid Metabolism
LCYSTAT	L-Cysteate:2-oxoglutarate aminotransferase	Got1	LCYSTAT: Lcyst_c + akg_c <=> 3spyr_c + glu__L_c	Cysteine Metabolism
LCYSTATm	Aspartate aminotransferase, cysteate forming, mitochondria	Got2	LCYSTATm: Lcyst_m + akg_m <=> 3spyr_m + glu__L_m	Cysteine Metabolism
LCYSTCBOXL	3-Sulfoalanine carboxy-lyase	Csad	LCYSTCBOXL: Lcyst_c + h_c --> co2_c + taur_c	Taurine and hypotaurine metabolism
LCYSTCBOXL	3-Sulfoalanine carboxy-lyase	Gad1	LCYSTCBOXL: Lcyst_c + h_c --> co2_c + taur_c	Taurine and hypotaurine metabolism
LCYSTCBOXL	3-Sulfoalanine carboxy-lyase	Gad2	LCYSTCBOXL: Lcyst_c + h_c --> co2_c + taur_c	Taurine and hypotaurine metabolism
LDH_D	D-lactate dehydrogenase	Ldhd	LDH_D: lac__D_c + nad_c <=> h_c + nadh_c + pyr_c	Pyruvate Metabolism
LDH_Lm	L-lactate dehydrogenase, mitochondria	Ldha	LDH_Lm: lac__L_m + nad_m <=> h_m + nadh_m + pyr_m	Pyruvate Metabolism
LEUTA	Leucine transaminase	Bcat1	LEUTA: akg_c + leu__L_c <=> 4mop_c + glu__L_c	Valine, Leucine, and Isoleucine Metabolism
LEUTAm	Leucine transaminase  mitochondrial	Bcat2	LEUTAm: akg_m + leu__L_m <=> 4mop_m + glu__L_m	Valine, Leucine, and Isoleucine Metabolism
LEUt4	L-leucine transport in via sodium symport	Slc38a1	LEUt4: leu__L_e + na1_e --> leu__L_c + na1_c	Transport, Extracellular
LEUt4	L-leucine transport in via sodium symport	Slc38a4	LEUt4: leu__L_e + na1_e --> leu__L_c + na1_c	Transport, Extracellular
LEUt4	L-leucine transport in via sodium symport	Slc3a2	LEUt4: leu__L_e + na1_e --> leu__L_c + na1_c	Transport, Extracellular
LEUt4	L-leucine transport in via sodium symport	Slc6a14	LEUt4: leu__L_e + na1_e --> leu__L_c + na1_c	Transport, Extracellular
LEUt4	L-leucine transport in via sodium symport	Slc7a1	LEUt4: leu__L_e + na1_e --> leu__L_c + na1_c	Transport, Extracellular
LEUt4	L-leucine transport in via sodium symport	Slc7a2	LEUt4: leu__L_e + na1_e --> leu__L_c + na1_c	Transport, Extracellular
LEUt4	L-leucine transport in via sodium symport	Slc7a3	LEUt4: leu__L_e + na1_e --> leu__L_c + na1_c	Transport, Extracellular
LEUtec	L-leucine transport via diffusion	Slc43a1	LEUtec: leu__L_e <=> leu__L_c	Transport, Extracellular
LEUtec	L-leucine transport via diffusion	Slc43a2	LEUtec: leu__L_e <=> leu__L_c	Transport, Extracellular
LFORKYNHYD	L-Formylkynurenine hydrolase	Kynu	LFORKYNHYD: Lfmkynr_c + h2o_c --> ala__L_c + h_c + nformanth_c	Tryptophan metabolism
LGNCCPT1	Carnitine O-palmitoyltransferase	Cpt1a	LGNCCPT1: crn_c + lgnccoa_c --> coa_c + lgnccrn_c	Carnitine shuttle
LGNCCPT1	Carnitine O-palmitoyltransferase	Cpt1b	LGNCCPT1: crn_c + lgnccoa_c --> coa_c + lgnccrn_c	Carnitine shuttle
LGNCCPT1	Carnitine O-palmitoyltransferase	Cpt1c	LGNCCPT1: crn_c + lgnccoa_c --> coa_c + lgnccrn_c	Carnitine shuttle
LGNCCPT2	Transport into the mitochondria (carnitine)	Cpt2	LGNCCPT2: coa_m + lgnccrn_m --> crn_m + lgnccoa_m	Carnitine shuttle
LGNCCRNt	Transport into the mitochondria (carnitine)	Slc25a20	LGNCCRNt: lgnccrn_c --> lgnccrn_m	Carnitine shuttle
LGTHL	Lactoylglutathione lyase	Glo1	LGTHL: gthrd_c + mthgxl_c --> lgt__S_c	Pyruvate Metabolism
LIPOti	Lipoate transport via sodium symport	Slc5a6	LIPOti: atp_c + h2o_c + lipoate_e + 2.0 na1_e --> adp_c + h_c + lipoate_c + 2.0 na1_c + pi_c	Transport, Extracellular
LNELDCCPT1	Carnitine O-palmitoyltransferase	Cpt1a	LNELDCCPT1: crn_c + lneldccoa_c --> coa_c + lneldccrn_c	Carnitine shuttle
LNELDCCPT1	Carnitine O-palmitoyltransferase	Cpt1b	LNELDCCPT1: crn_c + lneldccoa_c --> coa_c + lneldccrn_c	Carnitine shuttle
LNELDCCPT1	Carnitine O-palmitoyltransferase	Cpt1c	LNELDCCPT1: crn_c + lneldccoa_c --> coa_c + lneldccrn_c	Carnitine shuttle
LNELDCCPT2	Carnitine transferase	Cpt2	LNELDCCPT2: coa_m + lneldccrn_m --> crn_m + lneldccoa_m	Carnitine shuttle
LNELDCCRNt	Transport into the mitochondria (carnitine)	Slc25a20	LNELDCCRNt: lneldccrn_c --> lneldccrn_m	Carnitine shuttle
LNLCCPT1	Carnitine O-palmitoyltransferase	Cpt1a	LNLCCPT1: crn_c + lnlccoa_c --> coa_c + lnlccrn_c	Carnitine shuttle
LNLCCPT1	Carnitine O-palmitoyltransferase	Cpt1b	LNLCCPT1: crn_c + lnlccoa_c --> coa_c + lnlccrn_c	Carnitine shuttle
LNLCCPT1	Carnitine O-palmitoyltransferase	Cpt1c	LNLCCPT1: crn_c + lnlccoa_c --> coa_c + lnlccrn_c	Carnitine shuttle
LNLCCPT2	Carnitine transferase	Cpt2	LNLCCPT2: coa_m + lnlccrn_m --> crn_m + lnlccoa_m	Carnitine shuttle
LNLCCRNt	Transport into the mitochondria (carnitine)	Slc25a20	LNLCCRNt: lnlccrn_c --> lnlccrn_m	Carnitine shuttle
LNLNCACPT1	Carnitine O-palmitoyltransferase	Cpt1a	LNLNCACPT1: crn_c + lnlncacoa_c --> coa_c + lnlncacrn_c	Carnitine shuttle
LNLNCACPT1	Carnitine O-palmitoyltransferase	Cpt1b	LNLNCACPT1: crn_c + lnlncacoa_c --> coa_c + lnlncacrn_c	Carnitine shuttle
LNLNCACPT1	Carnitine O-palmitoyltransferase	Cpt1c	LNLNCACPT1: crn_c + lnlncacoa_c --> coa_c + lnlncacrn_c	Carnitine shuttle
LNLNCACPT2	Carnitine transferase	Cpt2	LNLNCACPT2: coa_m + lnlncacrn_m --> crn_m + lnlncacoa_m	Carnitine shuttle
LNLNCACRNt	Transport into the mitochondria (carnitine)	Slc25a20	LNLNCACRNt: lnlncacrn_c --> lnlncacrn_m	Carnitine shuttle
LNLNCGCPT1	Carnitine O-palmitoyltransferase	Cpt1a	LNLNCGCPT1: crn_c + lnlncgcoa_c --> coa_c + lnlncgcrn_c	Carnitine shuttle
LNLNCGCPT1	Carnitine O-palmitoyltransferase	Cpt1b	LNLNCGCPT1: crn_c + lnlncgcoa_c --> coa_c + lnlncgcrn_c	Carnitine shuttle
LNLNCGCPT1	Carnitine O-palmitoyltransferase	Cpt1c	LNLNCGCPT1: crn_c + lnlncgcoa_c --> coa_c + lnlncgcrn_c	Carnitine shuttle
LNLNCGCPT2	Carnitine transferase	Cpt2	LNLNCGCPT2: coa_m + lnlncgcrn_m --> crn_m + lnlncgcoa_m	Carnitine shuttle
LNLNCGCRNt	Transport into the mitochondria (carnitine)	Slc25a20	LNLNCGCRNt: lnlncgcrn_c --> lnlncgcrn_m	Carnitine shuttle
LNS14DM	Cytochrome P450 lanosterol 14 alpha demethylase  NADP	Cyp4f17	LNS14DM: 2.0 h_c + lanost_c + 3.0 nadph_c + 3.0 o2_c --> 44mctr_c + for_c + 4.0 h2o_c + 3.0 nadp_c	Cholesterol Metabolism
LNS14DMr	Cytochrome P450 lanosterol 14-alpha-demethylase	Cyp51	LNS14DMr: 2.0 h_r + lanost_r + 3.0 nadph_r + 3.0 o2_r --> 44mctr_r + for_r + 4.0 h2o_r + 3.0 nadp_r	Cholesterol Metabolism
LNSTLSr	Lanosterol synthase	Lss	LNSTLSr: Ssq23epx_r --> lanost_r	Cholesterol Metabolism
LPCOXp	L-pipecolate oxidase, peroxisomal	Pipox	LPCOXp: Lpipecol_x + o2_x --> h2o2_x + h_x + thp2c_x	Lysine Metabolism
LPS	Lipase	Lpl	LPS: h2o_c + tag_hs_c --> Rtotal3_c + dag_hs_c + h_c	Triacylglycerol Synthesis
LPS2	Lipase	Lpl	LPS2: dag_hs_c + h2o_c --> Rtotal_c + h_c + mag_hs_c	Triacylglycerol Synthesis
LPS2e	Lipase, extracellular	Lipc	LPS2e: dag_hs_e + h2o_e --> Rtotal_e + h_e + mag_hs_e	Fatty Acid Metabolism
LPS3	Lipase	Mgll	LPS3: h2o_c + mag_hs_c --> Rtotal2_c + glyc_c + h_c	Triacylglycerol Synthesis
LPS3e	Lipase, extracellular	Lipc	LPS3e: h2o_e + mag_hs_e --> Rtotal2_e + glyc_e + h_e	Fatty Acid Metabolism
LPS4e	Phospholipase	Pla2g3	LPS4e: h2o_e + pglyc_hs_e --> 1glyc_hs_e + Rtotal2_e + h_e	Triacylglycerol Synthesis
LPSe	LPSe	Lipc	LPSe: h2o_e + tag_hs_e --> Rtotal3_e + dag_hs_e + h_e	Triacylglycerol Synthesis
LPSe	LPSe	Lipf	LPSe: h2o_e + tag_hs_e --> Rtotal3_e + dag_hs_e + h_e	Triacylglycerol Synthesis
LPSe	LPSe	Lipg	LPSe: h2o_e + tag_hs_e --> Rtotal3_e + dag_hs_e + h_e	Triacylglycerol Synthesis
LPSe	LPSe	Pnlip	LPSe: h2o_e + tag_hs_e --> Rtotal3_e + dag_hs_e + h_e	Triacylglycerol Synthesis
LPSe	LPSe	Pnliprp1	LPSe: h2o_e + tag_hs_e --> Rtotal3_e + dag_hs_e + h_e	Triacylglycerol Synthesis
LPSe	LPSe	Pnliprp2	LPSe: h2o_e + tag_hs_e --> Rtotal3_e + dag_hs_e + h_e	Triacylglycerol Synthesis
LRAT	Lecithin retinol acyltransferase	Lrat	LRAT: pchol_hs_c + retinol_c --> lpchol_hs_c + retfa_c	Vitamin A Metabolism
LSTO1r	Lathosterol oxidase	Sc5d	LSTO1r: chlstol_r + h_r + nadph_r + o2_r --> ddsmsterol_r + 2.0 h2o_r + nadp_r	Cholesterol Metabolism
LSTO2r	Lathosterol oxidase	Sc5d	LSTO2r: h_r + lthstrl_r + nadph_r + o2_r --> 7dhchsterol_r + 2.0 h2o_r + nadp_r	Cholesterol Metabolism
LTA4H	Leukotriene A-4 hydrolase	Lta4h	LTA4H: h2o_c + leuktrA4_c --> leuktrB4_c	Eicosanoid Metabolism
LTC4Sr	Leukotriene C4 synthase	Ltc4s	LTC4Sr: gthrd_r + leuktrA4_r --> leuktrC4_r	Eicosanoid Metabolism
LTC4Sr	Leukotriene C4 synthase	Mgst2	LTC4Sr: gthrd_r + leuktrA4_r --> leuktrC4_r	Eicosanoid Metabolism
LTC4Sr	Leukotriene C4 synthase	Mgst3	LTC4Sr: gthrd_r + leuktrA4_r --> leuktrC4_r	Eicosanoid Metabolism
LTDCL	L-Tryptophan decarboxy-lyase	Ddc	LTDCL: h_c + trp__L_c --> co2_c + trypta_c	Tryptophan metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Dot1l	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Ehmt1	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Ehmt2	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Kmt2c	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Kmt5a	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Setd7	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Setdb1	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Setdb2	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Suv39h1	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF1n	Histone-lysine N-methyltransferase, nuclear	Suv39h2	LYSMTF1n: amet_n + peplys_n --> Nmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Dot1l	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Ehmt1	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Ehmt2	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Kmt2c	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Kmt5a	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Setd7	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Setdb1	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
LYSMTF2n	Histone-lysine N-methyltransferase, nuclear	Setdb2	LYSMTF2n: Nmelys_n + amet_n --> Ndmelys_n + ahcys_n	Lysine Metabolism
